announce_date,number_of_suspected_case_repoted_to_cdc,number_of_excluded_cases,number_of_abroad_positive_cases,number_of_local_positive_cases,number_of_positive_cases_from_panshi_ship,number_of_unknown_positive_cases,dead,recovery,hospital_quarantine_reported,note,reference
2022-04-19,7777985.0,7739719.0,9889.0,27767.0,36.0,15.0,856.0,,,"指揮中心統計，截至目前國內累計7,777,985例新型冠狀病毒肺炎相關通報(含7,739,719例排除)，其中37,710例確診，分別為9,889例境外移入，27,767本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計198例移除為空號。2020年起累計856例COVID-19死亡病例，其中842例本土，個案居住縣市分布為新北市415例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/k8j_uRRfclsPDwJrcXh4qw?typeid=9
2022-04-18,7724748.0,7688405.0,9785.0,26144.0,36.0,15.0,854.0,,,"指揮中心統計，截至目前國內累計7,724,748例新型冠狀病毒肺炎相關通報(含7,688,405例排除)，其中35,983例確診，分別為9,785例境外移入，26,144本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增4例空號病例(原本土病例案33730、案34513、案34646、案34666，經疫調後為陰性個案，改列空號)，累計198例移除為空號。2020年起累計854例COVID-19死亡病例，其中840例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。
",https://www.cdc.gov.tw/Bulletin/Detail/wl_fiZDXFR_nGihv1YSbew?typeid=9
2022-04-17,7689094.0,7654241.0,9695.0,24758.0,36.0,15.0,854.0,,,"指揮中心統計，截至目前國內累計7,689,094例新型冠狀病毒肺炎相關通報(含7,654,241例排除)，其中34,507例確診，分別為9,695例境外移入，24,758本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增1例空號病例(原本土病例案29813，經疫調後為陰性個案，改列空號)，累計194例移除為空號。2020年起累計854例COVID-19死亡病例，其中840例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。
",https://www.cdc.gov.tw/Bulletin/Detail/_nrqfWvyKejoLXTitPftvQ?typeid=9
2022-04-16,7646789.0,7613265.0,9600.0,23551.0,36.0,15.0,854.0,,,"指揮中心統計，截至目前國內累計7,646,789例新型冠狀病毒肺炎相關通報(含7,613,265例排除)，其中33,205例確診，分別為9,600例境外移入，23,551本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增3例空號病例(原本土病例案30878、案31392及案31531，經疫調後為重複或陰性個案，改列空號)，累計193例移除為空號。2020年起累計854例COVID-19死亡病例，其中840例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/x9Hz1mPu276HsqHA6hbqCw?typeid=9
2022-04-15,7591631.0,7559513.0,9448.0,22355.0,36.0,15.0,854.0,,,"指揮中心統計，截至目前國內累計7,591,631例新型冠狀病毒肺炎相關通報(含7,559,513例排除)，其中31,857例確診，分別為9,448例境外移入，22,355例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增1例空號病例(案30047為重複個案，改列空號)，累計190例移除為空號。2020年起累計854例COVID-19死亡病例，其中840例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/Z7188cpy_iUKvgjUWFt8_A?typeid=9
2022-04-14,7541156.0,7510160.0,9374.0,21146.0,36.0,15.0,854.0,,,"指揮中心統計，截至目前國內累計7,541,156例新型冠狀病毒肺炎相關通報(含7,510,160例排除)，其中30,574例確診，分別為9,374例境外移入，21,146本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增1例空號病例(原境外移入病例案29127為重複個案，改列空號)，累計189例移除為空號。2020年起累計854例COVID-19死亡病例，其中840例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/rgXdDZJKzNRjpY1oPz45Ig?typeid=9
2022-04-13,7495983.0,7466086.0,9266.0,20273.0,36.0,15.0,854.0,,,"指揮中心統計，截至目前國內累計7,495,983例新型冠狀病毒肺炎相關通報(含7,466,086例排除)，其中29,593例確診，分別為9,266例境外移入，20,273本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增6例空號病例(原為5例本土、1例境外移入病例，經疫調後為陰性或重複個案，改列空號)，累計188例移除為空號。2020年起累計854例COVID-19死亡病例，其中840例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/-gvORck4ZSXkIWrgfqF95w?typeid=9
2022-04-12,7438164.0,7409246.0,9077.0,19535.0,36.0,15.0,854.0,,,"指揮中心統計，截至目前國內累計7,438,164例新型冠狀病毒肺炎相關通報(含7,409,246例排除)，其中28,666例確診，分別為9,077例境外移入，19,535本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增37例空號病例(經疫調後為陰性個案，改列空號)，累計182例移除為空號。2020年起累計854例COVID-19死亡病例，其中840例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/fNtJDZKeStBng0NQoRj50A?typeid=9
2022-04-11,7393751.0,7365394.0,8968.0,19018.0,36.0,15.0,854.0,,,"指揮中心統計，截至目前國內累計7,393,751例新型冠狀病毒肺炎相關通報(含7,365,394例排除)，其中28,040例確診，分別為8,968例境外移入，19,018例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計145例移除為空號。2020年起累計854例COVID-19死亡病例，其中840例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/VZRgUzK57pDg6kR_4-f8xQ?typeid=9
2022-04-10,7361864.0,7334278.0,8777.0,18579.0,36.0,15.0,854.0,,,"指揮中心統計，截至目前國內累計7,361,864例新型冠狀病毒肺炎相關通報(含7,334,278例排除)，其中27,410例確診，分別為8,777例境外移入，18,579例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增1例空號病例，累計145例移除為空號。(案26259本土確定病例經後續檢驗陰性，故改列空號)。 2020年起累計854例COVID-19死亡病例，其中840例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/ghKztUv_quukRbryMpse6A?typeid=9
2022-04-09,7317662.0,7290468.0,8633.0,18149.0,36.0,15.0,854.0,,,"指揮中心統計，截至目前國內累計7,317,662例新型冠狀病毒肺炎相關通報(含7,290,468例排除)，其中26,836例確診，分別為8,633例境外移入，18,149例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增5例空號病例，累計144例移除為空號(原本土確定病例案25699、案26157、案26400-26401、境外確定病例案25724經確認檢驗陰性)。2020年起累計854例COVID-19死亡病例，其中840例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/6TIhl1yzQB_JidNKF_nE_A?typeid=9
2022-04-08,7269750.0,7243042.0,8498.0,17711.0,36.0,15.0,853.0,,,"指揮中心統計，截至目前國內累計7,269,750例新型冠狀病毒肺炎相關通報(含7,243,042例排除)，其中26,263例確診，分別為8,498例境外移入，17,711例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計139例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/N-MHEzXFWWI8o7svWhZgzg?typeid=9
2022-04-07,7223935.0,7197836.0,8375.0,17327.0,36.0,15.0,853.0,,,"指揮中心統計，截至目前國內累計7,223,935例新型冠狀病毒肺炎相關通報(含7,197,836例排除)，其中25,756例確診，分別為8,375例境外移入，17,327例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計139例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/6JGlOa1UMvBfOyRkhwykEQ?typeid=9
2022-04-06,7175001.0,7149504.0,8226.0,16945.0,36.0,15.0,853.0,,,"指揮中心統計，截至目前國內累計7,175,001例新型冠狀病毒肺炎相關通報(含7,149,504例排除)，其中25,225例確診，分別為8,226例境外移入，16,945例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計139例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。
",https://www.cdc.gov.tw/Bulletin/Detail/qX-4uWJKBjbSkRw0IX0g2g?typeid=9
2022-04-05,7144956.0,7119959.0,8148.0,16664.0,36.0,15.0,853.0,,,"指揮中心統計，截至目前國內累計7,144,956例新型冠狀病毒肺炎相關通報(含7,119,959例排除)，其中24,866例確診，分別為8,148例境外移入，16,664例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計139例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/PjFXBwGUU8Wdb9cF_feauQ?typeid=9
2022-04-04,7119738.0,7094874.0,8084.0,16447.0,36.0,15.0,853.0,,,"指揮中心統計，截至目前國內累計7,119,738例新型冠狀病毒肺炎相關通報(含7,094,874例排除)，其中24,585例確診，分別為8,084例境外移入，16,447例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增2例空號病例(原本土確定病例案23896、案23897，經確認檢驗陰性)，累計139例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/9dvK-k75IzTTKgNRiFD7GA?typeid=9
2022-04-03,7098620.0,7074017.0,7942.0,16316.0,36.0,15.0,853.0,,,"指揮中心統計，截至目前國內累計7,098,620例新型冠狀病毒肺炎相關通報(含7,074,017例排除)，其中24,312例確診，分別為7,942例境外移入，16,316例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增1例(案24169)空號病例，累計137例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/me6bWL-JVzAGyj95deSw9w?typeid=9
2022-04-02,7070119.0,7045581.0,7846.0,16133.0,36.0,15.0,853.0,,,"指揮中心統計，截至目前國內累計7,070,119例新型冠狀病毒肺炎相關通報(含7,045,581例排除)，其中24,033例確診，分別為7,846例境外移入，16,133例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計136例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/SSQOXK45JF7CWQrYfifKbA?typeid=9
2022-04-01,7033816.0,7009862.0,7602.0,15973.0,36.0,15.0,853.0,,,"指揮中心統計，截至目前國內累計7,033,816例新型冠狀病毒肺炎相關通報(含7,009,862例排除)，其中23,629例確診，分別為7,602例境外移入，15,973例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計136例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。
",https://www.cdc.gov.tw/Bulletin/Detail/nSl0TWt4j-fKeBJiO8GmhA?typeid=9
