announce_date;number_of_suspected_case_repoted_to_cdc;number_of_suspected_case_repoted_to_cdc;number_of_suspected_case_repoted_to_cdc;number_of_local_positive_cases;number_of_positive_cases_from_panshi_ship;number_of_unknown_positive_cases;dead;recovery;hospital_quarantine_reported;note;reference
2022-04-17 ;7689094;7654241;9695;24758;36;15;854;;;"指揮中心統計，截至目前國內累計7,689,094例新型冠狀病毒肺炎相關通報(含7,654,241例排除)，其中34,507例確診，分別為9,695例境外移入，24,758本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增1例空號病例(原本土病例案29813，經疫調後為陰性個案，改列空號)，累計194例移除為空號。2020年起累計854例COVID-19死亡病例，其中840例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。
";https://www.cdc.gov.tw/Bulletin/Detail/_nrqfWvyKejoLXTitPftvQ?typeid=9
2022-04-16 ;7646789;7613265;9600;23551;36;15;854;;;指揮中心統計，截至目前國內累計7,646,789例新型冠狀病毒肺炎相關通報(含7,613,265例排除)，其中33,205例確診，分別為9,600例境外移入，23,551本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增3例空號病例(原本土病例案30878、案31392及案31531，經疫調後為重複或陰性個案，改列空號)，累計193例移除為空號。2020年起累計854例COVID-19死亡病例，其中840例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/x9Hz1mPu276HsqHA6hbqCw?typeid=9
2022-04-15 ;7591631;7559513;9448;22355;36;15;854;;;指揮中心統計，截至目前國內累計7,591,631例新型冠狀病毒肺炎相關通報(含7,559,513例排除)，其中31,857例確診，分別為9,448例境外移入，22,355例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增1例空號病例(案30047為重複個案，改列空號)，累計190例移除為空號。2020年起累計854例COVID-19死亡病例，其中840例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/Z7188cpy_iUKvgjUWFt8_A?typeid=9
2022-04-14 ;7541156;7510160;9374;21146;36;15;854;;;指揮中心統計，截至目前國內累計7,541,156例新型冠狀病毒肺炎相關通報(含7,510,160例排除)，其中30,574例確診，分別為9,374例境外移入，21,146本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增1例空號病例(原境外移入病例案29127為重複個案，改列空號)，累計189例移除為空號。2020年起累計854例COVID-19死亡病例，其中840例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/rgXdDZJKzNRjpY1oPz45Ig?typeid=9
2022-04-13 ;7495983;7466086;9266;20273;36;15;854;;;指揮中心統計，截至目前國內累計7,495,983例新型冠狀病毒肺炎相關通報(含7,466,086例排除)，其中29,593例確診，分別為9,266例境外移入，20,273本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增6例空號病例(原為5例本土、1例境外移入病例，經疫調後為陰性或重複個案，改列空號)，累計188例移除為空號。2020年起累計854例COVID-19死亡病例，其中840例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/-gvORck4ZSXkIWrgfqF95w?typeid=9
2022-04-12 ;7438164;7409246;9077;19535;36;15;854;;;指揮中心統計，截至目前國內累計7,438,164例新型冠狀病毒肺炎相關通報(含7,409,246例排除)，其中28,666例確診，分別為9,077例境外移入，19,535本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增37例空號病例(經疫調後為陰性個案，改列空號)，累計182例移除為空號。2020年起累計854例COVID-19死亡病例，其中840例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/fNtJDZKeStBng0NQoRj50A?typeid=9
2022-04-11 ;7393751;7365394;8968;19018;36;15;854;;;指揮中心統計，截至目前國內累計7,393,751例新型冠狀病毒肺炎相關通報(含7,365,394例排除)，其中28,040例確診，分別為8,968例境外移入，19,018例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計145例移除為空號。2020年起累計854例COVID-19死亡病例，其中840例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/VZRgUzK57pDg6kR_4-f8xQ?typeid=9
2022-04-10 ;7361864;7334278;8777;18579;36;15;854;;;指揮中心統計，截至目前國內累計7,361,864例新型冠狀病毒肺炎相關通報(含7,334,278例排除)，其中27,410例確診，分別為8,777例境外移入，18,579例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增1例空號病例，累計145例移除為空號。(案26259本土確定病例經後續檢驗陰性，故改列空號)。 2020年起累計854例COVID-19死亡病例，其中840例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/ghKztUv_quukRbryMpse6A?typeid=9
2022-04-09 ;7317662;7290468;8633;18149;36;15;854;;;指揮中心統計，截至目前國內累計7,317,662例新型冠狀病毒肺炎相關通報(含7,290,468例排除)，其中26,836例確診，分別為8,633例境外移入，18,149例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增5例空號病例，累計144例移除為空號(原本土確定病例案25699、案26157、案26400-26401、境外確定病例案25724經確認檢驗陰性)。2020年起累計854例COVID-19死亡病例，其中840例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市30例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/6TIhl1yzQB_JidNKF_nE_A?typeid=9
2022-04-08 ;7269750;7243042;8498;17711;36;15;853;;;指揮中心統計，截至目前國內累計7,269,750例新型冠狀病毒肺炎相關通報(含7,243,042例排除)，其中26,263例確診，分別為8,498例境外移入，17,711例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計139例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/N-MHEzXFWWI8o7svWhZgzg?typeid=9
2022-04-07 ;7223935;7197836;8375;17327;36;15;853;;;指揮中心統計，截至目前國內累計7,223,935例新型冠狀病毒肺炎相關通報(含7,197,836例排除)，其中25,756例確診，分別為8,375例境外移入，17,327例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計139例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/6JGlOa1UMvBfOyRkhwykEQ?typeid=9
2022-04-06 ;7175001;7149504;8226;16945;36;15;853;;;"指揮中心統計，截至目前國內累計7,175,001例新型冠狀病毒肺炎相關通報(含7,149,504例排除)，其中25,225例確診，分別為8,226例境外移入，16,945例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計139例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。
";https://www.cdc.gov.tw/Bulletin/Detail/qX-4uWJKBjbSkRw0IX0g2g?typeid=9
2022-04-05 ;7144956;7119959;8148;16664;36;15;853;;;指揮中心統計，截至目前國內累計7,144,956例新型冠狀病毒肺炎相關通報(含7,119,959例排除)，其中24,866例確診，分別為8,148例境外移入，16,664例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計139例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/PjFXBwGUU8Wdb9cF_feauQ?typeid=9
2022-04-04 ;7119738;7094874;8084;16447;36;15;853;;;指揮中心統計，截至目前國內累計7,119,738例新型冠狀病毒肺炎相關通報(含7,094,874例排除)，其中24,585例確診，分別為8,084例境外移入，16,447例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增2例空號病例(原本土確定病例案23896、案23897，經確認檢驗陰性)，累計139例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/9dvK-k75IzTTKgNRiFD7GA?typeid=9
2022-04-03 ;7098620;7074017;7942;16316;36;15;853;;;指揮中心統計，截至目前國內累計7,098,620例新型冠狀病毒肺炎相關通報(含7,074,017例排除)，其中24,312例確診，分別為7,942例境外移入，16,316例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增1例(案24169)空號病例，累計137例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/me6bWL-JVzAGyj95deSw9w?typeid=9
2022-04-02 ;7070119;7045581;7846;16133;36;15;853;;;指揮中心統計，截至目前國內累計7,070,119例新型冠狀病毒肺炎相關通報(含7,045,581例排除)，其中24,033例確診，分別為7,846例境外移入，16,133例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計136例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/SSQOXK45JF7CWQrYfifKbA?typeid=9
2022-04-01 ;7033816;7009862;7602;15973;36;15;853;;;"指揮中心統計，截至目前國內累計7,033,816例新型冠狀病毒肺炎相關通報(含7,009,862例排除)，其中23,629例確診，分別為7,602例境外移入，15,973例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計136例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。
";https://www.cdc.gov.tw/Bulletin/Detail/nSl0TWt4j-fKeBJiO8GmhA?typeid=9
2022-03-31 ;6997665;6973938;7470;15869;36;15;853;;;"指揮中心統計，截至目前國內累計6,997,665例新型冠狀病毒肺炎相關通報(含6,973,938例排除)，其中23,393例確診，分別為7,470例境外移入，15,869例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增1例(案23190)空號病例，累計136例移除為空號。2020年起累計853例COVID-19死亡病例，其中839例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市28例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另14例為境外移入。
";https://www.cdc.gov.tw/Bulletin/Detail/mT3h0A4uGSjvBRqaa_tCUw?typeid=9
